# event_id  Enu_MeV  Te+_MeV
1010 2.09204 0.287694
1011 6.1279 4.32355
1012 5.5684 3.76405
1013 4.04437 2.24003
1014 3.00436 1.20002
1015 3.90016 2.09581
1016 5.86516 4.06082
1017 3.43225 1.62791
1018 4.97773 3.17339
1019 3.03048 1.22613
1020 3.09629 1.29195
1021 4.3538 2.54945
1022 2.99303 1.18869
1023 2.08961 0.285265
1024 4.75613 2.95178
1025 2.80388 0.999537
1026 2.84211 1.03777
1027 3.7067 1.90235
1028 4.03842 2.23408
1029 4.89622 3.09188
1030 3.6802 1.87585
1031 5.73536 3.93102
1032 7.7209 5.91655
1033 3.54106 1.73672
1034 5.95345 4.14911
1035 3.12058 1.31624
1036 4.67027 2.86592
1037 3.4829 1.67855
1038 3.12553 1.32118
1039 4.57182 2.76748
1040 4.88895 3.08461
1041 2.71385 0.909501
1042 2.93444 1.13009
1043 5.06636 3.26201
1044 4.7035 2.89915
1045 4.80162 2.99727
1046 2.94572 1.14137
1047 4.34086 2.53651
1048 5.12258 3.31823
1049 3.82073 2.01639
1050 3.66559 1.86124
1051 3.37102 1.56667
1052 5.1525 3.34816
1053 4.0107 2.20636
1054 3.23426 1.42992
1055 5.48797 3.68362
1056 3.99156 2.18721
1057 3.10615 1.30181
1058 2.42777 0.62342
1059 5.11618 3.31184
1060 5.18444 3.38009
1061 2.84676 1.04242
1062 4.67554 2.87119
1063 2.90938 1.10503
1064 3.18094 1.3766
1065 4.12477 2.32043
1066 4.6017 2.79735
1067 3.71522 1.91087
1068 3.40055 1.5962
1069 2.93085 1.1265
1070 5.51004 3.7057
1071 5.22486 3.42052
1072 5.78223 3.97788
1073 3.8971 2.09276
1074 3.20527 1.40092
1075 3.92443 2.12008
1076 2.53967 0.735323
1077 2.41851 0.614161
1078 4.55123 2.74688
1079 6.90181 5.09746
1080 4.64414 2.83979
1081 2.31126 0.506911
1082 4.05677 2.25242
1083 2.58614 0.781796
1084 3.213 1.40865
1085 3.71716 1.91282
1086 4.72688 2.92253
1087 6.27812 4.47378
1088 4.4116 2.60726
1089 4.37857 2.57422
1090 5.02462 3.22027
1091 6.28999 4.48564
1092 3.99004 2.18569
1093 2.08255 0.278206
1094 5.44388 3.63953
1095 4.49782 2.69348
1096 3.77762 1.97327
1097 3.47979 1.67544
1098 2.8894 1.08505
1099 4.14404 2.33969
1100 3.68448 1.88014
1101 4.58379 2.77944
1102 4.81676 3.01241
1103 4.93229 3.12794
1104 4.07197 2.26762
1105 2.63232 0.827975
1106 3.94401 2.13967
1107 4.48261 2.67826
1108 5.77527 3.97092
1109 5.01084 3.20649
1110 2.7089 0.90455
1111 2.62042 0.816072
1112 2.70105 0.896708
1113 5.09898 3.29463
1114 4.50191 2.69757
1115 5.13505 3.3307
1116 2.55932 0.754973
1117 4.06981 2.26546
1118 4.15622 2.35187
1119 3.40989 1.60555
1120 7.10626 5.30192
1121 3.23717 1.43283
1122 3.9754 2.17105
1123 2.49538 0.691033
1124 4.14078 2.33643
1125 4.13826 2.33391
1126 4.58796 2.78362
1127 6.00733 4.20298
1128 3.28291 1.47856
1129 6.01999 4.21564
1130 3.71774 1.91339
1131 2.35298 0.548631
1132 3.2583 1.45395
1133 6.1437 4.33936
1134 3.01243 1.20809
1135 4.143 2.33866
1136 3.61298 1.80863
1137 7.16964 5.3653
1138 5.48605 3.6817
1139 5.15627 3.35192
1140 5.04633 3.24198
1141 4.67247 2.86812
1142 3.93422 2.12987
1143 2.96631 1.16196
1144 4.62295 2.8186
